DISTRICT,Murder,Rape,Kidnapping and Abduction,Foeticide,Abetment of suicide,Exposure and abandonment,Procuration of minor girls,Buying of girls for prostitution,Selling of girls for prostitution,Prohibition of child marriage act,Total,Area type
MADHUBANI,13.0,17.0,321.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,356,Peaceful Area
MADURAI RURAL,26.0,27.0,4.0,0.0,1.0,0.0,28.0,0.0,0.0,0.0,97,Peaceful Area
MADURAI URBAN,29.0,17.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85,Peaceful Area
MAHABOOBNAGAR,50.0,286.0,261.0,4.0,1.0,18.0,30.0,0.0,0.0,1.0,694,Sensitive Area
MAHARAJGANJ,41.0,112.0,240.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,433,Peaceful Area
MAHASAMUND,17.0,145.0,98.0,2.0,3.0,1.0,0.0,0.0,0.0,3.0,415,Peaceful Area
MAHENDERGARH,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,Peaceful Area
MAHENDRAGARH,12.0,20.0,7.0,0.0,4.0,4.0,0.0,1.0,1.0,1.0,50,Peaceful Area
MAHOBA,15.0,41.0,59.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,150,Peaceful Area
MAINPURI,70.0,68.0,224.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,407,Sensitive Area
MAJITHA,9.0,22.0,29.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,71,Peaceful Area
MALAPPURAM,42.0,125.0,39.0,1.0,1.0,0.0,0.0,0.0,0.0,12.0,394,Peaceful Area
MALDA,0.0,0.0,146.0,0.0,0.0,0.0,16.0,0.0,13.0,16.0,237,Peaceful Area
MALKANGIR,3.0,6.0,14.0,0.0,0.0,0.0,9.0,0.0,0.0,1.0,33,Peaceful Area
MAMIT,4.0,22.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34,Peaceful Area
MANDI,5.0,68.0,50.0,2.0,0.0,15.0,5.0,0.0,0.0,2.0,216,Peaceful Area
MANDLA,36.0,323.0,56.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,425,Sensitive Area
MANDSAUR,21.0,208.0,104.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,503,Peaceful Area
MANDYA,10.0,43.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,117,Peaceful Area
MANGALORE CITY,1.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,22,Peaceful Area
MANSA,12.0,78.0,36.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,146,Peaceful Area
MATHURA,76.0,107.0,370.0,2.0,9.0,0.0,1.0,0.0,0.0,5.0,659,Sensitive Area
MAU,41.0,62.0,166.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,320,Peaceful Area
MAYURBHANJ,12.0,39.0,21.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,168,Peaceful Area
MEDAK,74.0,240.0,97.0,1.0,0.0,35.0,110.0,0.0,0.0,9.0,601,Sensitive Area
MEERUT,194.0,168.0,660.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,1305,Sensitive Area
MEHSANA,15.0,10.0,52.0,0.0,0.0,20.0,12.0,0.0,0.0,1.0,283,Peaceful Area
MEWAT,18.0,87.0,61.0,5.0,0.0,15.0,0.0,0.0,0.0,0.0,190,Peaceful Area
MIDNAPUR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Peaceful Area
MIRZAPUR,32.0,58.0,84.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,204,Peaceful Area
MOGA,7.0,14.0,22.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,45,Peaceful Area
MOKOKCHUNG,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Peaceful Area
MON,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,Peaceful Area
MORADABAD,174.0,215.0,454.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,962,Sensitive Area
MORENA,30.0,79.0,73.0,1.0,0.0,75.0,0.0,0.0,1.0,4.0,406,Peaceful Area
MORIGAON,2.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,Peaceful Area
MOTIHARI,24.0,20.0,352.0,0.0,0.0,0.0,28.0,0.0,1.0,2.0,427,Peaceful Area
MUKTSAR,13.0,41.0,61.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,128,Peaceful Area
MUMBAI,29.0,369.0,153.0,5.0,2.0,8.0,7.0,0.0,3.0,0.0,1021,Sensitive Area
MUMBAI COMMR.,86.0,700.0,680.0,12.0,8.0,153.0,8.0,1.0,4.0,0.0,2865,Sensitive Area
MUMBAI RLY.,12.0,19.0,36.0,1.0,1.0,109.0,0.0,1.0,0.0,0.0,189,Peaceful Area
MUNGELI,0.0,3.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,26,Peaceful Area
MUNGER,21.0,5.0,139.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,173,Peaceful Area
MURSHIDABAD,26.0,200.0,462.0,0.0,0.0,0.0,81.0,0.0,103.0,28.0,923,Moderate Area
MUZAFFARNAGAR,172.0,109.0,403.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,743,Sensitive Area
MUZAFFARPUR,65.0,31.0,435.0,0.0,0.0,0.0,15.0,0.0,7.0,15.0,568,Sensitive Area
MUZAFFARPUR RLY.,9.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,Peaceful Area
MYSORE COMMR.,8.0,67.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,124,Peaceful Area
MYSORE RURAL,54.0,54.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,117,Peaceful Area
N.C. HILLS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Peaceful Area
N.C.HILLS,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,Peaceful Area
NADIA,1.0,22.0,30.0,0.0,0.0,0.0,14.0,1.0,21.0,5.0,94,Peaceful Area
NAGAON,6.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,284,Peaceful Area
NAGAPATTINAM,9.0,31.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202,Peaceful Area
NAGAUR,14.0,103.0,136.0,2.0,0.0,9.0,0.0,0.0,0.0,1.0,284,Peaceful Area
NAGPUR COMMR.,71.0,342.0,381.0,2.0,13.0,90.0,1.0,1.0,6.0,5.0,1895,Sensitive Area
NAGPUR RLY.,15.0,3.0,8.0,0.0,0.0,165.0,0.0,0.0,0.0,0.0,198,Peaceful Area
NAGPUR RURAL,33.0,243.0,131.0,1.0,1.0,44.0,0.0,0.0,0.0,5.0,685,Sensitive Area
NAINITAL,5.0,4.0,2.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,55,Peaceful Area
NALANDA,24.0,22.0,182.0,5.0,0.0,0.0,10.0,0.0,0.0,0.0,255,Peaceful Area
NALBARI,3.0,17.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84,Peaceful Area
NALGONDA,12.0,432.0,459.0,4.0,0.0,40.0,0.0,0.0,0.0,9.0,958,Sensitive Area
NAMAKKAL,31.0,51.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179,Peaceful Area
NANDED,80.0,144.0,219.0,8.0,0.0,148.0,0.0,0.0,0.0,6.0,866,Sensitive Area
NANDURBAR,33.0,100.0,43.0,2.0,2.0,22.0,0.0,0.0,0.0,0.0,243,Peaceful Area
NARAYANPUR,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11,Peaceful Area
NARMADA,1.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,Peaceful Area
NARSINGHPUR,24.0,288.0,40.0,0.0,10.0,26.0,0.0,0.0,0.0,0.0,1099,Sensitive Area
NASIK COMMR.,33.0,82.0,90.0,1.0,6.0,82.0,0.0,0.0,0.0,5.0,318,Sensitive Area
NASIK RURAL,86.0,296.0,87.0,4.0,9.0,179.0,77.0,0.0,0.0,1.0,950,Sensitive Area
NAUGACHIA,6.0,3.0,36.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,50,Peaceful Area
NAVI MUMBAI,41.0,159.0,99.0,3.0,0.0,43.0,25.0,0.0,0.0,0.0,822,Sensitive Area
NAVSARI,9.0,3.0,9.0,0.0,0.0,15.0,0.0,0.0,0.0,1.0,37,Peaceful Area
NAWADAH,28.0,7.0,131.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,170,Peaceful Area
NAWAN SHAHR,7.0,10.0,4.0,2.0,0.0,0.0,4.0,0.0,0.0,3.0,31,Peaceful Area
NAYAGARH,3.0,23.0,14.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,50,Peaceful Area
NEEMUCH,16.0,115.0,58.0,3.0,0.0,20.0,0.0,0.0,1.0,0.0,481,Peaceful Area
NELLORE,22.0,108.0,141.0,1.0,6.0,25.0,200.0,0.0,3.0,2.0,1220,Moderate Area
NEW DELHI,12.0,27.0,215.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,405,Peaceful Area
NICOBAR,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Peaceful Area
NILGIRIS,16.0,58.0,37.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,113,Peaceful Area
NIZAMABAD,35.0,88.0,104.0,0.0,2.0,25.0,19.0,2.0,0.0,2.0,383,Peaceful Area
NORTH,40.0,246.0,922.0,2.0,0.0,25.0,0.0,0.0,0.0,2.0,1456,Sensitive Area
NORTH EAST,3.0,16.0,47.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,100,Peaceful Area
NORTH GOA,14.0,107.0,69.0,0.0,4.0,34.0,2.0,0.0,0.0,0.0,413,Peaceful Area
NORTH WEST,8.0,31.0,274.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,325,Peaceful Area
NORTH-EAST,59.0,314.0,2272.0,5.0,0.0,38.0,0.0,1.0,3.0,0.0,3069,Sensitive Area
NORTH-WEST,69.0,590.0,2289.0,4.0,2.0,40.0,1.0,2.0,0.0,1.0,3447,Sensitive Area
NOWRANGPUR,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,Peaceful Area
NUAPADA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60,Peaceful Area
OSMANABAD,60.0,155.0,105.0,1.0,10.0,71.0,0.0,0.0,0.0,3.0,567,Sensitive Area
OUTER,25.0,269.0,2374.0,4.0,0.0,27.0,0.0,0.0,0.0,0.0,2786,Sensitive Area
PAKUR,6.0,11.0,2.0,2.0,0.0,0.0,11.0,0.0,0.0,0.0,43,Peaceful Area
PALAKKAD,88.0,200.0,42.0,2.0,0.0,19.0,2.0,0.0,0.0,4.0,480,Sensitive Area
PALAMU,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,Peaceful Area
PALANPUR,19.0,25.0,59.0,5.0,0.0,46.0,0.0,0.0,0.0,1.0,261,Peaceful Area
PALI,2.0,33.0,47.0,0.0,0.0,12.0,0.0,0.0,0.0,4.0,119,Peaceful Area
PALWAL,10.0,36.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107,Peaceful Area
PANCHKULA,1.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11,Peaceful Area
PANCHMAHAL,7.0,3.0,17.0,0.0,0.0,2.0,0.0,0.0,0.0,7.0,119,Peaceful Area
PANCHSHIL NAGAR,19.0,15.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61,Peaceful Area
PANIPAT,27.0,228.0,187.0,0.0,3.0,46.0,0.0,0.0,0.0,0.0,535,Sensitive Area
PANNA,10.0,200.0,40.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,366,Peaceful Area
PAPUM PARE,0.0,14.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44,Peaceful Area
PARBHANI,62.0,91.0,85.0,0.0,0.0,56.0,10.0,0.0,0.0,17.0,351,Sensitive Area
PASCHIM MIDNAPUR,0.0,0.0,8.0,0.0,0.0,3.0,8.0,0.0,1.0,3.0,29,Peaceful Area
PATAN,20.0,30.0,91.0,0.0,0.0,53.0,0.0,0.0,0.0,4.0,219,Peaceful Area
PATHANAMTHITTA,15.0,116.0,65.0,0.0,1.0,4.0,19.0,0.0,0.0,0.0,262,Peaceful Area
PATHANKOT,0.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,Peaceful Area
PATIALA,19.0,71.0,127.0,39.0,0.0,1.0,0.0,0.0,0.0,5.0,295,Sensitive Area
PATNA,60.0,49.0,682.0,0.0,0.0,4.0,58.0,1.0,1.0,20.0,893,Sensitive Area
PATNA RLY.,0.0,2.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,Peaceful Area
PAURI GARHWAL,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,Peaceful Area
PERAMBALUR,26.0,12.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,77,Peaceful Area
PEREN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Peaceful Area
PHEK,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,Peaceful Area
PILIBHIT,80.0,65.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,322,Peaceful Area
PITHORAGARH,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Peaceful Area
PONDICHERRY,7.0,25.0,34.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,88,Peaceful Area
POONCH,7.0,1.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,15,Peaceful Area
PORBANDAR,12.0,5.0,37.0,0.0,0.0,13.0,0.0,0.0,0.0,2.0,105,Peaceful Area
PRABUDDH NAGAR,9.0,7.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74,Peaceful Area
PRAKASHAM,22.0,91.0,87.0,0.0,3.0,2.0,53.0,0.0,0.0,5.0,389,Peaceful Area
PRATAPGARH,56.0,279.0,359.0,4.0,0.0,21.0,0.0,0.0,0.0,1.0,786,Sensitive Area
PUDUCHERRY,2.0,16.0,52.0,0.0,1.0,7.0,0.0,0.0,0.0,2.0,94,Peaceful Area
PUDUKOTTAI,8.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,Peaceful Area
PULWAMA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Peaceful Area
PUNE COMMR.,107.0,517.0,449.0,3.0,1.0,131.0,0.0,182.0,0.0,8.0,3391,Moderate Area
PUNE RLY.,1.0,7.0,8.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,65,Peaceful Area
PUNE RURAL,132.0,347.0,240.0,4.0,0.0,142.0,2.0,0.0,0.0,1.0,1342,Sensitive Area
PURAB MIDNAPUR,0.0,0.0,36.0,0.0,1.0,0.0,21.0,1.0,29.0,1.0,89,Peaceful Area
PURI,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,Peaceful Area
PURNEA,12.0,24.0,136.0,0.0,0.0,0.0,13.0,1.0,0.0,1.0,187,Peaceful Area
PURULIA,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,Peaceful Area
R.P.O.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Peaceful Area
RAIBAREILLY,32.0,110.0,146.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,358,Peaceful Area
RAICHUR,43.0,44.0,93.0,0.0,1.0,2.0,0.0,0.0,0.0,6.0,198,Peaceful Area
RAIGAD,24.0,94.0,69.0,0.0,0.0,6.0,5.0,0.0,0.0,0.0,262,Peaceful Area
RAIGARH,38.0,190.0,64.0,0.0,7.0,7.0,0.0,0.0,0.0,5.0,547,Sensitive Area
RAILWAYS,7.0,1.0,12.0,2.0,1.0,6.0,0.0,0.0,0.0,0.0,62,Peaceful Area
RAILWAYS JAMMU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Peaceful Area
RAILWAYS KASHMIR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Peaceful Area
RAILWAYS KATRA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Peaceful Area
RAILWAYS KMR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Peaceful Area
RAILWAYSJMU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Peaceful Area
RAIPUR,87.0,792.0,285.0,26.0,11.0,7.0,0.0,0.0,0.0,1.0,2127,Sensitive Area
RAISEN,1.0,50.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148,Peaceful Area
RAJAHMUNDRY,1.0,9.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,68,Peaceful Area
RAJGARH,8.0,251.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1774,Sensitive Area
RAJKOT COMMR.,32.0,39.0,242.0,1.0,4.0,76.0,16.0,0.0,0.0,5.0,596,Sensitive Area
RAJKOT RURAL,68.0,90.0,252.0,5.0,0.0,55.0,0.0,0.0,0.0,10.0,569,Sensitive Area
RAJNANDGAON,14.0,229.0,59.0,3.0,6.0,0.0,0.0,0.0,0.0,9.0,729,Sensitive Area
RAJOURI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Peaceful Area
RAJSAMAND,2.0,11.0,37.0,2.0,0.0,15.0,0.0,0.0,0.0,5.0,73,Peaceful Area
RAMABAI NAGAR,6.0,23.0,157.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191,Peaceful Area
RAMANAGAR,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8,Peaceful Area
RAMBAN,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,Peaceful Area
RAMGARH,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,Peaceful Area
RAMNATHAPURAM,19.0,28.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132,Peaceful Area
RAMPUR,65.0,86.0,225.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,399,Peaceful Area
RANCHI,8.0,6.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,29,Peaceful Area
RANGA REDDY,13.0,18.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,7.0,78,Peaceful Area
RATLAM,26.0,299.0,88.0,7.0,2.0,47.0,0.0,0.0,0.0,5.0,894,Sensitive Area
RATNAGIRI,13.0,122.0,50.0,0.0,0.0,33.0,3.0,0.0,0.0,1.0,300,Peaceful Area
RAYAGADA,3.0,76.0,8.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,116,Peaceful Area
REASI,1.0,6.0,11.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,24,Peaceful Area
REWA,33.0,268.0,87.0,5.0,5.0,91.0,8.0,0.0,0.0,1.0,1692,Sensitive Area
REWARI,15.0,61.0,92.0,0.0,0.0,39.0,0.0,0.0,1.0,1.0,240,Peaceful Area
RI-BHOI,4.0,77.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97,Peaceful Area
ROHTAK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10,Peaceful Area
ROHTAS,13.0,10.0,225.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,260,Peaceful Area
ROPAR,6.0,23.0,63.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,102,Peaceful Area
ROURKELA,1.0,43.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92,Peaceful Area
RUDRA PRAYAG,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Peaceful Area
RURAL,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,Peaceful Area
S.T.F.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Peaceful Area
SAGAR,39.0,326.0,139.0,38.0,0.0,27.0,0.0,0.0,0.0,0.0,1648,Sensitive Area
SAHARANPUR,75.0,55.0,157.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,342,Peaceful Area
SAHARSA,13.0,16.0,110.0,1.0,0.0,0.0,44.0,0.0,0.0,1.0,190,Peaceful Area
SAHEBGANJ,0.0,4.0,9.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,23,Peaceful Area
SAIHA,5.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,Peaceful Area
SALEM RURAL,62.0,122.0,323.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,524,Peaceful Area
SALEM URBAN,39.0,96.0,112.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,258,Peaceful Area
SAMASTIPUR,42.0,44.0,249.0,0.0,0.0,1.0,7.0,0.0,2.0,1.0,353,Peaceful Area
SAMBA,1.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,Peaceful Area
SAMBALPUR,2.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,Peaceful Area
SANGLI,85.0,279.0,132.0,3.0,16.0,114.0,12.0,0.0,2.0,28.0,764,Sensitive Area
SANGRUR,24.0,45.0,24.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,124,Peaceful Area
SANT KABIRNAGAR,27.0,74.0,128.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,263,Peaceful Area
SARAIKELA,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,Peaceful Area
SARAN,18.0,29.0,315.0,0.0,0.0,0.0,17.0,0.0,0.0,1.0,380,Peaceful Area
SARGUJA,35.0,398.0,136.0,0.0,0.0,11.0,0.0,0.0,0.0,2.0,854,Sensitive Area
SAS NGR,9.0,28.0,89.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,138,Peaceful Area
SATARA,99.0,232.0,194.0,6.0,3.0,122.0,0.0,0.0,0.0,9.0,951,Sensitive Area
SATNA,54.0,459.0,43.0,5.0,7.0,166.0,97.0,0.0,0.0,0.0,1854,Sensitive Area
SAWAI MADHOPUR,10.0,43.0,118.0,17.0,6.0,24.0,0.0,0.0,0.0,0.0,218,Sensitive Area
SBS NAGAR,5.0,30.0,36.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,75,Peaceful Area
SEALDAH G.R.P.,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2,Peaceful Area
SECUNDERABAD RLY.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Peaceful Area
SENAPATI,5.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,Peaceful Area
SEONI,43.0,182.0,29.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,906,Peaceful Area
SERCHHIP,2.0,23.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,Peaceful Area
SHAHDOL,22.0,219.0,48.0,0.0,7.0,0.0,0.0,0.0,0.0,3.0,760,Sensitive Area
SHAHJAHANPUR,142.0,168.0,211.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,616,Sensitive Area
SHAJAPUR,25.0,234.0,82.0,2.0,1.0,48.0,1.0,0.0,1.0,5.0,951,Sensitive Area
SHEIKHPURA,12.0,5.0,62.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,85,Peaceful Area
SHEOHAR,2.0,2.0,49.0,0.0,0.0,0.0,17.0,1.0,0.0,0.0,72,Peaceful Area
SHEOPUR,3.0,28.0,11.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,139,Peaceful Area
SHIMLA,8.0,97.0,101.0,0.0,2.0,18.0,3.0,0.0,0.0,2.0,253,Peaceful Area
SHIMOGA,46.0,86.0,46.0,0.0,0.0,5.0,44.0,0.0,0.0,2.0,232,Peaceful Area
SHIVPURI,57.0,282.0,57.0,5.0,1.0,15.0,0.0,0.0,0.0,0.0,431,Sensitive Area
SHOPIAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Peaceful Area
SHRAWASTI,24.0,32.0,91.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,192,Peaceful Area
SIANG EAST,0.0,31.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49,Peaceful Area
SIANG UPPER,0.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,Peaceful Area
SIANG WEST,0.0,15.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,Peaceful Area
SIBSAGAR,6.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,Peaceful Area
SIDHARTHNAGAR,38.0,52.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258,Peaceful Area
SIDHI,50.0,217.0,177.0,17.0,0.0,49.0,0.0,0.0,0.0,3.0,989,Sensitive Area
SIHORE,32.0,213.0,45.0,2.0,0.0,14.0,1.0,0.0,1.0,1.0,1069,Sensitive Area
SIKAR,35.0,118.0,205.0,1.0,0.0,36.0,0.0,0.0,0.0,1.0,398,Peaceful Area
SILIGURI G.R.P.,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,7,Peaceful Area
SILIGURI_PC,5.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44,Peaceful Area
SIMDEGA,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,Peaceful Area
SINDHUDURG,18.0,41.0,30.0,0.0,1.0,14.0,0.0,0.0,1.0,0.0,129,Peaceful Area
SINGRAULI,15.0,72.0,90.0,11.0,4.0,1.0,0.0,0.0,0.0,0.0,355,Peaceful Area
SIPAHIJALA,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,Peaceful Area
SIRMAUR,6.0,49.0,81.0,4.0,0.0,2.0,0.0,0.0,0.0,2.0,204,Peaceful Area
SIROHI,12.0,47.0,69.0,2.0,0.0,6.0,1.0,0.0,0.0,0.0,148,Peaceful Area
SIRSA,9.0,16.0,36.0,4.0,0.0,7.0,0.0,0.0,0.0,1.0,108,Peaceful Area
SITAMARHI,52.0,12.0,278.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342,Peaceful Area
SITAPUR,90.0,201.0,693.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1032,Sensitive Area
SIVAGANGAI,17.0,24.0,63.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,113,Peaceful Area
SIWAN,20.0,5.0,198.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,229,Peaceful Area
SOLAN,6.0,64.0,56.0,0.0,0.0,19.0,14.0,0.0,1.0,3.0,195,Peaceful Area
SOLAPUR COMMR.,23.0,98.0,101.0,13.0,0.0,73.0,1.0,0.0,0.0,2.0,375,Sensitive Area
SOLAPUR RURAL,94.0,125.0,85.0,2.0,7.0,129.0,11.0,0.0,0.0,5.0,497,Sensitive Area
SONBHADRA,21.0,74.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,243,Peaceful Area
